Ingredient,Substitute,Context,Equivalent
coconut extract,1 tablespoon coconut cream,The category is: Non-dairy Milks & Creams.,1 tablespoon coconut extract
coconut extract,1 tablespoon coconut milk,The category is: Non-dairy Milks & Creams.,1 tablespoon coconut extract
coconut extract,1 tablespoon coconut syrup,The category is: Non-dairy Milks & Creams.,1 tablespoon coconut extract
coconut juice,1 cup water + 0.5 cups grated coconut,"The category is: Juices. In a pan, combine grated unsweetened coconut and 1 cup water. Simmer briefly, then use strained liquid.",1 cup coconut juice
coconut milk,1 cup water boiling + 1 cup coconut chopped,"The category is: Non-dairy Milks & Creams. This is available in liquid form (in cans or aseptic containers), frozen, and as a powder. Don't confuse coconut milk with coconut water, which is the liquid found in the center of a fresh coconut, or with the sweetened cream of coconut powder used in mixed drinks. Varieties: Light (or ""lite"") coconut milk has less fat and about a quarter of the calories of the regular version, but doesn't taste nearly as rich. You can reduce the fat (and calories) in a can of regular coconut milk by letting it settle, and then skimming and discarding some of the thick coconut cream off the top. Lighten what's left even more by diluting it with water or chicken broth. Where to find it: Asian foods section of many supermarkets. Combine equal parts boiling water and chopped coconut, allow to sit for one hour, then strain through cheesecloth or a kitchen towel. Discard coconut pulp.",1 cup coconut milk
coconut milk,1 cup coconut cream,"The category is: Non-dairy Milks & Creams. This is available in liquid form (in cans or aseptic containers), frozen, and as a powder. Don't confuse coconut milk with coconut water, which is the liquid found in the center of a fresh coconut, or with the sweetened cream of coconut powder used in mixed drinks. Varieties: Light (or ""lite"") coconut milk has less fat and about a quarter of the calories of the regular version, but doesn't taste nearly as rich. You can reduce the fat (and calories) in a can of regular coconut milk by letting it settle, and then skimming and discarding some of the thick coconut cream off the top. Lighten what's left even more by diluting it with water or chicken broth. Where to find it: Asian foods section of many supermarkets. richer-tasting, but higher in highly saturated coconut oil",1 cup coconut milk
coconut milk,1 cup milk 3.5% + 1 teaspoon coconut extract,"The category is: Non-dairy Milks & Creams. This is available in liquid form (in cans or aseptic containers), frozen, and as a powder. Don't confuse coconut milk with coconut water, which is the liquid found in the center of a fresh coconut, or with the sweetened cream of coconut powder used in mixed drinks. Varieties: Light (or ""lite"") coconut milk has less fat and about a quarter of the calories of the regular version, but doesn't taste nearly as rich. You can reduce the fat (and calories) in a can of regular coconut milk by letting it settle, and then skimming and discarding some of the thick coconut cream off the top. Lighten what's left even more by diluting it with water or chicken broth. Where to find it: Asian foods section of many supermarkets. This substitution works fairly well in heavily seasoned Southeast Asian dishes and is much lower in fat.",1 cup coconut milk
coconut milk,1 cup water or milk + 1 cup coconut chopped,"The category is: Non-dairy Milks & Creams. This is available in liquid form (in cans or aseptic containers), frozen, and as a powder. Don't confuse coconut milk with coconut water, which is the liquid found in the center of a fresh coconut, or with the sweetened cream of coconut powder used in mixed drinks. Varieties: Light (or ""lite"") coconut milk has less fat and about a quarter of the calories of the regular version, but doesn't taste nearly as rich. You can reduce the fat (and calories) in a can of regular coconut milk by letting it settle, and then skimming and discarding some of the thick coconut cream off the top. Lighten what's left even more by diluting it with water or chicken broth. Where to find it: Asian foods section of many supermarkets. Mix in a blender at high speed: One cup chopped coconut plus one cup hot water or milk",2 cups coconut milk
coconut milk,1 cup coconut dried + 1 cup water,"The category is: Non-dairy Milks & Creams. This is available in liquid form (in cans or aseptic containers), frozen, and as a powder. Don't confuse coconut milk with coconut water, which is the liquid found in the center of a fresh coconut, or with the sweetened cream of coconut powder used in mixed drinks. Varieties: Light (or ""lite"") coconut milk has less fat and about a quarter of the calories of the regular version, but doesn't taste nearly as rich. You can reduce the fat (and calories) in a can of regular coconut milk by letting it settle, and then skimming and discarding some of the thick coconut cream off the top. Lighten what's left even more by diluting it with water or chicken broth. Where to find it: Asian foods section of many supermarkets. Bring to a boil one cup dried coconut plus one cup water, cool, mix in a blender at high speed, then strain to desired consistency",1.5 cup coconut milk
coconut milk,1 cup coconut cream powered + 4 cups milk 3.5% hot,"The category is: Non-dairy Milks & Creams. This is available in liquid form (in cans or aseptic containers), frozen, and as a powder. Don't confuse coconut milk with coconut water, which is the liquid found in the center of a fresh coconut, or with the sweetened cream of coconut powder used in mixed drinks. Varieties: Light (or ""lite"") coconut milk has less fat and about a quarter of the calories of the regular version, but doesn't taste nearly as rich. You can reduce the fat (and calories) in a can of regular coconut milk by letting it settle, and then skimming and discarding some of the thick coconut cream off the top. Lighten what's left even more by diluting it with water or chicken broth. Where to find it: Asian foods section of many supermarkets. Combine one part powdered coconut cream plus four parts hot milk",5 cups coconut milk
coconut milk,1 cup coconut cream + 4 cups water,"The category is: Non-dairy Milks & Creams. This is available in liquid form (in cans or aseptic containers), frozen, and as a powder. Don't confuse coconut milk with coconut water, which is the liquid found in the center of a fresh coconut, or with the sweetened cream of coconut powder used in mixed drinks. Varieties: Light (or ""lite"") coconut milk has less fat and about a quarter of the calories of the regular version, but doesn't taste nearly as rich. You can reduce the fat (and calories) in a can of regular coconut milk by letting it settle, and then skimming and discarding some of the thick coconut cream off the top. Lighten what's left even more by diluting it with water or chicken broth. Where to find it: Asian foods section of many supermarkets.",5 cups coconut milk
coconut oil,1 cup canola oil,The category is: Oils & Cooking Sprays. much lower in saturated fat,1 cup coconut oil
coconut oil,1 cup corn oil,The category is: Oils & Cooking Sprays. much lower in saturated fat,1 cup coconut oil
cod,1 pound pollock,"The category is: Codfish. This includes cod cheeks, which are good and inexpensive, cod tongues, cod sounds, which are the cod's air bladders, and scrod = schrod, which are young cod.  See also salt cod.",1 pound cod
cod,1 pound cape capensis,"The category is: Codfish. This includes cod cheeks, which are good and inexpensive, cod tongues, cod sounds, which are the cod's air bladders, and scrod = schrod, which are young cod.  See also salt cod.",1 pound cod
cod,1 pound halibut,"The category is: Codfish. This includes cod cheeks, which are good and inexpensive, cod tongues, cod sounds, which are the cod's air bladders, and scrod = schrod, which are young cod.  See also salt cod.",1 pound cod
cod,1 pound sole,"The category is: Codfish. This includes cod cheeks, which are good and inexpensive, cod tongues, cod sounds, which are the cod's air bladders, and scrod = schrod, which are young cod.  See also salt cod.",1 pound cod
